####################################################################
#                                                                  #
#	lexicon: all lexemes in biblical Hebrew                    #
#                                                                  #
####################################################################
#ident "@(#)lexicon	1.135 21/08/06"
# The spelling of proper names is that of the RSV
"MXRCH/"	sp=subs:rt=XRC:vc=MAX\:AR;C@H:gl=ploughshare
"MXRCT/"	sp=subs:rt=XRC:vc=MAX\:ARECET:gl=ploughshare
"MXRT/"		sp=subs:ls=padv:rt=MXR:vc=M@X\:@R@T:gl=next day
"MXFP/"		sp=subs:gn=m:vc=MAX\:FOP:gl=stripping
"MXCBH/"	sp=subs:rt=XCB:vc=MAX\:AC@B@H:gl=thought
"MXCBT/"	sp=subs:rt=XCB:vc=MAX\:ACEBET:gl=plan
"MXCK/"		sp=subs:gn=m:vc=MAX\:C@K\::gl=dark place
"MXT/"		sp=nmpr:sm=pers:gn=m:vc=MAXAT:gl=Mahath
"MXTH/"		sp=subs:vc=MAX\:T.@H:gl=fire holder
"MXTH=/"	sp=subs:vc=M\:XIT.@H:gl=terror
"MXTRT/"	sp=subs:fc=seg:gn=m:vc=MAX\:T.ERET:gl=breaking in
"MV>V>/"	sp=subs:gn=m:vc=MAV\:>\:AV;>:gl=broom
"MVBX/"		sp=subs:gn=m:vc=MAV\:B.;XA:gl=slaughtering place
"MVH/"		sp=subs:gn=m:vc=MAV.EH:gl=staff
"MVH=/"		sp=subs:vc=MIV.@H:gl=couch
"MVH==/"	sp=subs:ls=padv:gn=m:vc=MAV.@H:gl=low place
"MVH===/"	sp=subs:rt=NVH:vc=MUV.@H:gl=spreading
"MVH====/"	sp=subs:gn=m:vc=MUV.EH:gl=crookedness
"MVH=====/"	sp=subs:fc=ae:vc=M@VEH:gl=coming
"MVWH/"		sp=subs:gn=m:rt=VWH:vc=MAV\:WEH:gl=yarn
"MVJL/"		sp=subs:gn=m:rt=MVL:vc=M@VIJL:gl=rod
"MVMN/"		sp=subs:gn=m:vc=MAV\:MON:gl=treasure
"MV</"		sp=subs:gn=m:vc=MAV.@<:gl=planting
"MV<MJM/"	sp=subs:gn=m:vc=MAV\:<AM.IJM:gl=savoury food
"MVPXT/"	sp=subs:fc=seg:vc=MIV\:P.AXAT:gl=cloak
"MVR["		sp=verb:vc=M@VAR:gl=rain
"MVR/"		sp=subs:gn=m:vc=M@V@R:gl=rain
"MVRD/"		sp=nmpr:sm=pers:gn=f:vc=MAV\:R;D:gl=Matred
"MVRH/"		sp=subs:vc=MAV.@R@H:gl=target
"MVRJ/"		sp=adjv:ls=gntl:vc=MAV\:RIJ:gl=Matrite
"MJ"		sp=prin:gn=unknown:nu=unknown:vc=MIJ:gl=who
"MJ_ZHB/"	sp=nmpr:sm=pers:gn=m:vc=M;J_Z@H@B:gl=Me-Zahab
"MJDB>/"	sp=nmpr:sm=topo:vc=M;JD\:B@>:gl=Medeba
"MJDD/"		sp=nmpr:sm=pers:gn=m:vc=M;JD@D:gl=Medad
"MJVB/"		sp=subs:gn=m:rt=JVB:vc=M;JV@B:gl=best
"MJK>/"		sp=nmpr:sm=pers:gn=m:vc=MIJK@>:gl=Mica
"MJK>L/"	sp=nmpr:sm=pers:gn=m:vc=MIJK@>;L:gl=Michael
"MJKH/"		sp=nmpr:sm=pers:gn=m:vc=MIJK@H:gl=Micah
"MJKJH/"	sp=nmpr:sm=pers:gn=m:vc=MIJK@J@H:gl=Micaiah
"MJKJHW/"	sp=nmpr:sm=pers:gn=m:vc=MIJK@J\:HW.:gl=<prophet>
"MJKJHW=/"	sp=nmpr:sm=pers:gn=m:vc=MIJK@J@HW.:gl=Micaiah
"MJKL/"		sp=subs:gn=m:vc=MIJK@L:gl=<uncertain>
"MJKL=/"	sp=nmpr:sm=pers:gn=f:vc=MIJKAL:gl=Michal
"MJM/"		sp=subs:vc=MAJIM:gl=water
"MJMN/"		sp=nmpr:sm=pers:gn=m:vc=MIJ.@MIN:gl=Mijamin
"MJN/"		sp=subs:gn=m:vc=MIJN:gl=kind
"MJNQT/"	sp=subs:rt=JNQ:vc=M;JNEQET:gl=nursing woman
"MJP<T/"	sp=nmpr:sm=topo:vc=M;JPA<AT:gl=Mephaath
"MJY/"		sp=subs:gn=m:vc=MIJY:gl=squeezing
"MJYJ>JM/"	sp=subs:vc=MIJYIJ>IJM:gl=<uncertain>
"MJC>/"		sp=nmpr:sm=pers:gn=m:vc=M;JC@>:gl=Mesha
"MJC>L/"	sp=nmpr:sm=pers:gn=m:vc=MIJC@>;L:gl=Mishael
"MJCWR/"	sp=subs:gn=m:rt=JCR:vc=MIJCOWR:gl=fairness
"MJCK/"		sp=nmpr:sm=pers:gn=m:vc=M;JCAK\::gl=Meshach
"MJC</"		sp=nmpr:sm=pers:gn=m:vc=M;JCA<:gl=Mesha
"MJC<=/"	sp=nmpr:sm=pers:gn=m:vc=M;JC@<:gl=Mesha
"MJCRJM/"	sp=subs:ls=padv:rt=JCR:vc=M;JC@RIJM:gl=uprightness
"MJTR/"		sp=subs:rt=JTR:vc=M;JT@R:gl=string
"MK>WB/"	sp=subs:gn=m:vc=MAK\:>OWB:gl=pain
"MKBNH/"	sp=nmpr:sm=pers:gn=m:vc=MAK\:B.;N@H:gl=Macbenah
"MKBNJ/"	sp=nmpr:sm=pers:gn=m:vc=MAK\:B.AN.AJ:gl=Macbannai
"MKBR/"		sp=subs:gn=m:vc=MIK\:B.@R:gl=lattice
"MKBR=/"	sp=subs:gn=m:vc=MAK\:B.;R:gl=cover
"MKH/"		sp=subs:gn=f:vc=MAK.@H:gl=blow
"MKWH/"		sp=subs:rt=KWH:vc=MIK\:W@H:gl=scar
"MKWN/"		sp=subs:gn=m:rt=KWN:vc=M@KOWN:gl=site
"MKWNH/"	sp=subs:rt=KWN:vc=M\:KOWN@H:gl=place
"MKWRH/"	sp=subs:vc=M\:KW.R@H:gl=origin
"MKJ/"		sp=nmpr:sm=pers:gn=m:vc=M@KIJ:gl=Maki
"MKJR/"		sp=nmpr:sm=pers,gens:rt=MKR:vc=M@KIJR:gl=Makir
"MKJRJ/"	sp=adjv:ls=gntl:vc=M@KIJRIJ:gl=Makirite
"MKK["		sp=verb:vc=M@KAK\::gl=sink
"MKL>/"		sp=subs:gn=m:rt=KL>:vc=MIK\:L@>:gl=enclosure
"MKLWL/"	sp=subs:gn=m:rt=KLL:vc=MIK\:LOWL:gl=perfection
"MKLWT/"	sp=subs:rt=KLH:vc=MIK\:LOWT:gl=perfection
"MKLL/"		sp=subs:gn=m:rt=KLL:vc=MIK\:L@L:gl=perfection
"MKLLJM/"	sp=subs:vc=MAK\:LULIJM:gl=garments
"MKLT/"		sp=subs:fc=seg:vc=MAK.OLET:gl=food
"MKMNJM/"	sp=subs:vc=MIK\:MAN.IJM:gl=hidden treasures
"MKMS/"		sp=nmpr:sm=topo:vc=MIK\:M@S:gl=Micmash
"MKMR/"		sp=subs:gn=m:rt=KMR:vc=MIK\:M@R:gl=net
"MKMRT/"	sp=subs:fc=seg:vc=MIK\:MERET:gl=net
"MKMF/"		sp=nmpr:sm=topo:vc=MIK\:M@F:gl=Micmash
"MKMTT/"	sp=nmpr:sm=topo:vc=MIK\:M\:T@T:gl=Micmethath
"MKNDBJ/"	sp=nmpr:sm=pers:gn=m:vc=MAK\:NAD\:BAJ:gl=Macnadebai
"MKNH/"		sp=nmpr:sm=topo:rt=<uncertain>:vc=M\:KON@H:gl=Meconah
"MKNS/"		sp=subs:rt=KNS:vc=MIK\:N@S:gl=drawer
"MKS/"		sp=subs:fc=seg:gn=m:vc=MEKES:gl=tax
"MKSH/"		sp=subs:gn=m:vc=MIK\:SEH:gl=covering
"MKSH=/"	sp=subs:gn=m:vc=M\:KAS.EH:gl=covering
"MKSH==/"	sp=subs:rt=KSS:vc=MIK\:S@H:gl=amount
"MKPLH/"	sp=nmpr:sm=topo:vc=MAK\:P.;L@H:gl=Machpelah
"MKR["		sp=verb:vc=M@KAR:gl=sell
"MKR/"		sp=subs:fc=seg:gn=m:vc=MEKER:gl=price
"MKR=/"		sp=subs:gn=m:vc=MAK.@R:gl=client
"MKRH/"		sp=subs:vc=M\:K;R@H:gl=<uncertain>
"MKRH=/"	sp=subs:gn=m:vc=MIK\:REH:gl=pit
"MKRJ/"		sp=nmpr:sm=pers:gn=m:vc=MIK\:RIJ:gl=Micri
"MKRTJ/"	sp=adjv:ls=gntl:vc=M\:K;R@TIJ:gl=Mekerathite
"MKCWL/"	sp=subs:gn=m:rt=KCL:vc=MIK\:COWL:gl=stumbling block
"MKCLH/"	sp=subs:rt=KCL:vc=MAK\:C;L@H:gl=decay
"MKTB/"		sp=subs:gn=m:vc=MIK\:T.@B:gl=writing
"MKTH/"		sp=subs:vc=M\:KIT.@H:gl=crushing
"MKTM/"		sp=subs:gn=m:vc=MIK\:T.@M:gl=<uncertain>
"MKTC/"		sp=subs:gn=m:vc=MAK\:T.;C:gl=grinder
"ML>["		sp=verb:rt=ML>:vc=M@L;>:gl=be full
"ML>/"		sp=adjv:vc=M@L;>:gl=full
"ML>=/"		sp=subs:gn=m:rt=ML>:vc=M\:LO>:gl=fullness
"ML>H/"		sp=subs:rt=ML>:vc=M\:L;>@H:gl=full produce
"ML>H=/"	sp=subs:vc=MIL.U>@H:gl=setting
"ML>JM/"	sp=subs:vc=MIL.U>IJM:gl=installation
"ML>K/"		sp=subs:gn=m:vc=MAL\:>@K\::gl=messenger
"ML>KH/"	sp=subs:rt=L>K:vc=M\:L@>K@H:gl=work
"ML>KWT/"	sp=subs:gn=f:vc=MAL\:>@KW.T:gl=commission
"ML>KJ/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:>@KIJ:gl=Malachi
"ML>KT/"	sp=subs:rt=L>K:vc=M\:LE>KET:gl=work
"ML>T/"		sp=subs:rt=ML>:vc=MIL.;>T:gl=<uncertain>
"MLBWC/"	sp=subs:gn=m:vc=MAL\:B.W.C:gl=garment
"MLBN/"		sp=subs:gn=m:vc=MAL\:B.;N:gl=brick
"MLH/"		sp=subs:gn=f:vc=MIL.@H:gl=word
"MLW>/"		sp=subs:fc=io:gn=m:vc=MIL.OW>:gl=mound
"MLWX/"		sp=subs:gn=m:rt=MLX:vc=MAL.W.XA:gl=salt-herb
"MLWK/"		sp=nmpr:sm=pers:gn=m:vc=MAL.W.K\::gl=Malluch
"MLWKH/"	sp=subs:vc=M\:LW.K@H:gl=kingship
"MLWN/"		sp=subs:gn=m:rt=LWN:vc=M@LOWN:gl=sleeping place
"MLWNH/"	sp=subs:rt=LWN:vc=M\:LW.N@H:gl=watching-place
"MLWTJ/"	sp=nmpr:sm=pers:gn=m:vc=MAL.OWTIJ:gl=Mallothi
"MLX["		sp=verb:fc=3g:gl=salt
"MLX/"		sp=subs:fc=seg:gn=m:vc=MELAX:gl=salt
"MLX=["		sp=verb:fc=3g:gl=disperse
"MLX=/"		sp=subs:vc=MAL.@X:gl=mariner
"MLX==/"	sp=subs:fc=seg:vc=MELAX:gl=rag
"MLXH/"		sp=subs:vc=M\:L;X@H:gl=salt country
"MLXMH/"	sp=subs:rt=LXM:vc=MIL\:X@M@H:gl=war
"MLXMT/"	sp=subs:rt=LXM:vc=MIL\:XEMET:gl=war
"MLV["		sp=verb:vc=M@LAV:gl=escape
"MLV/"		sp=subs:fc=seg:gn=m:vc=MELEV:gl=mortar
"MLV=["		sp=verb:gl=be bald
"MLVJH/"	sp=nmpr:sm=pers:gn=m:vc=M\:LAV\:J@H:gl=Melatiah
"MLJKW/"	sp=nmpr:sm=pers:gn=m:vc=M\:LIJKW.:gl=Malluch
"MLJLH/"	sp=subs:vc=M\:LIJL@H:gl=rubbed wheat
"MLJYH/"	sp=subs:vc=M\:LIJY@H:gl=saying
"MLK["		sp=verb:vc=M@LAK\::gl=be king
"MLK/"		sp=subs:fc=seg:gn=m:vc=MELEK\::gl=king
"MLK=["		sp=verb:gl=counsel
"MLK=/"		sp=nmpr:sm=pers:gn=m:vc=MOLEK\::gl=Moloch
"MLK==/"	sp=nmpr:sm=pers:gn=m:vc=MELEK\::gl=Melech
"MLKDT/"	sp=subs:fc=seg:vc=MAL\:K.ODET:gl=snare
"MLKH/"		sp=subs:vc=MAL\:K.@H:gl=queen
"MLKH=/"	sp=nmpr:sm=pers:gn=f:vc=MIL\:K.@H:gl=Milcah
"MLKWT/"	sp=subs:vc=MAL\:KW.T:gl=kingship
"MLKJ_YDQ/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJ_YEDEQ:gl=Melchizedek
"MLKJ_CW</"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJ_CW.<A:gl=Malki-Shua
"MLKJ>L/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJ>;L:gl=Malkiel
"MLKJ>LJ/"	sp=adjv:ls=gntl:vc=MAL\:K.IJ>;LIJ:gl=Malkielite
"MLKJH/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJ.@H:gl=Malkijah
"MLKJHW/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJ.@HW.:gl=Malkijah
"MLKJRM/"	sp=nmpr:sm=pers:gn=m:vc=MAL\:K.IJR@M:gl=Malkiram
"MLKM/"		sp=nmpr:sm=pers:gn=m:rt=MLK:vc=MIL\:K.OM:gl=Milcom
"MLKM=/"	sp=nmpr:sm=pers:gn=m:rt=MLK:vc=MAL\:K.@M:gl=Malcam
"MLKT/"		sp=subs:fc=seg:vc=M\:LEKET:gl=queen of heaven
"MLKT=/"	sp=nmpr:sm=pers:gn=f:rt=MLK:vc=MOLEKET:gl=Hammoleketh
"MLL["		sp=verb:vc=M@LAL:gl=make signs
"MLL=["		sp=verb:vc=M@LAL:gl=circumcise
"MLL==["	sp=verb:vc=M@LAL:gl=wither
"MLLJ/"		sp=nmpr:sm=pers:gn=m:vc=MIL\:ALAJ:gl=Milalai
"MLMD/"		sp=subs:gn=m:vc=MAL\:M@D:gl=ox-goad
"MLY["		sp=verb:vc=M@LAY:gl=be smooth
"MLYR/"		sp=subs:gn=m:vc=MEL\:YAR:gl=guardian
"MLQ["		sp=verb:vc=M@LAQ:gl=nip off
"MLQWX/"	sp=subs:gn=m:vc=MAL\:QOWXA:gl=what is taken
"MLQWC/"	sp=subs:gn=m:vc=MAL\:QOWC:gl=spring-rain
"MLQXJM/"	sp=subs:gn=m:vc=MEL\:Q@XAJIM:gl=snuffers
"MLQXJM=/"	sp=subs:gn=m:vc=MAL\:QOXAJIM:gl=jaw
"MLTXH/"	sp=subs:vc=MEL\:T.@X@H:gl=ward-robe
"MMGRH/"	sp=subs:vc=MAM.\:GUR@H:gl=pond
"MMD/"		sp=subs:rt=MDD:vc=M\:M@D:gl=measurement
"MMWKN/"	sp=nmpr:sm=pers:gn=m:vc=M\:MW.K@N:gl=Memucan
"MMWTJM/"	sp=subs:vc=M\:MOWTIJM:gl=death
"MMZR/"		sp=subs:gn=m:vc=MAM\:Z;R:gl=bastard
"MMKR/"		sp=subs:gn=m:vc=MIM\:K.@R:gl=what is sold
"MMKRT/"	sp=subs:fc=seg:vc=MIM\:K.ERET:gl=sale
"MMLKH/"	sp=subs:rt=MLK:vc=MAM\:L@K@H:gl=kingdom
"MMLKWT/"	sp=subs:gn=f:vc=MAM\:L@KW.T:gl=kingdom
"MMLKT/"	sp=subs:rt=MLK:vc=MAM\:LEKET:gl=kingdom
"MMSK/"		sp=subs:gn=m:vc=MIM\:S@K\::gl=mixed wine
"MMR/"		sp=subs:fc=seg:gn=m:vc=MEMER:gl=bitterness
"MMR>/"		sp=nmpr:sm=pers:gn=m:vc=MAM\:R;>:gl=Mamre
"MMR>=/"	sp=nmpr:sm=topo:vc=MAM\:R;>:gl=Mamre
"MMRWRJM/"	sp=subs:vc=MAM.\:ROWRIJM:gl=bitterness
"MMCX/"		sp=subs:gn=m:vc=MIM\:CAX:gl=<uncertain>
"MMCL/"		sp=subs:gn=m:rt=MCL:vc=MIM\:C@L:gl=dominion
"MMCLH/"	sp=subs:rt=MCL:vc=MEM\:C@L@H:gl=dominion
"MMCLT/"	sp=subs:rt=MCL:vc=MEM\:CELET:gl=dominion
"MMCQ/"		sp=subs:gn=m:rt=MCQ:vc=MIM\:C@Q:gl=<uncertain>
"MMTQJM/"	sp=subs:vc=MAM\:TAQ.IJM:gl=sweetness
"MN"		sp=prep:vc=MIN:gl=from
"MN/"		sp=subs:gn=m:rt=MN:vc=M@N:gl=manna
"MN="		sp=prin:gn=unknown:nu=unknown:vc=M@N:gl=what
"MN=/"		sp=subs:rt=MNN:vc=M;N:gl=string
"MN==/"		sp=subs:gn=m:rt=MNN:vc=M;N:gl=portion
"MNGJNH/"	sp=subs:vc=MAN\:G.IJN@H:gl=mocking song
"MNH["		sp=verb:vc=M@N@H:gl=count
"MNH/"		sp=subs:rt=MNH:vc=M@N@H:gl=portion
"MNH=/"		sp=subs:gn=m:rt=MNH:vc=M@NEH:gl=mina:co=unit
"MNH==/"	sp=subs:rt=MNH:vc=MONEH:gl=portion
"MNHG/"		sp=subs:gn=m:rt=NHG:vc=MIN\:H@G:gl=driving
"MNHRH/"	sp=subs:rt=NHR:vc=MIN\:H@R@H:gl=store
"MNWD/"		sp=subs:fc=ao:gn=m:vc=M@NOWD:gl=head-shaking
"MNWX/"		sp=subs:fc=ao:gn=m:vc=M@NOWXA:gl=resting place
"MNWX=/"	sp=nmpr:sm=pers:gn=m:vc=M@NOWXA:gl=Manoah
"MNWXH/"	sp=subs:vc=M\:NW.X@H:gl=resting place
"MNWN/"		sp=subs:gn=m:rt=MNH:vc=M@NOWN:gl=<uncertain>
"MNWS/"		sp=subs:fc=ao:gn=m:vc=M@NOWS:gl=refuge
"MNWSH/"	sp=subs:vc=M\:NW.S@H:gl=flight
"MNWR/"		sp=subs:fc=ao:gn=m:vc=M@NOWR:gl=weaver's beam
"MNWRH/"	sp=subs:vc=M\:NOWR@H:gl=lamp stand
"MNZRJM/"	sp=subs:rt=NZR:vc=MIN.\:Z@RIJM:gl=guardsmen
"MNXH/"		sp=subs:rt=MNX:vc=MIN\:X@H:gl=present
"MNXM/"		sp=nmpr:sm=pers:gn=m:vc=M\:NAX;M:gl=Menahem
"MNXT/"		sp=nmpr:sm=pers:gn=m:vc=M@NAXAT:gl=Manahath
"MNXT=/"	sp=nmpr:sm=topo:vc=M@N@XAT:gl=Manahath
"MNXTJ/"	sp=adjv:ls=gntl:vc=M@NAX\:T.IJ:gl=Manahathite
"MNJ/"		sp=nmpr:sm=pers:gn=m:vc=M\:NIJ:gl=destiny
"MNJ=/"		sp=nmpr:sm=topo:vc=MIN.IJ:gl=Minni
"MNJMJN/"	sp=nmpr:sm=pers:gn=m:vc=MIN\:J@MIJN:gl=Miniamin
"MNJT/"		sp=nmpr:sm=topo:rt=MNN:vc=MIN.IJT:gl=Minnith
"MNLM/"		sp=subs:rt=<uncertain>:vc=MIN\:L@M:gl=<uncertain>
"MN<["		sp=verb:fc=3g:vc=M@NA<:gl=withhold
"MN<WL/"	sp=subs:gn=m:vc=MAN\:<W.L:gl=lock
"MN<L/"		sp=subs:rt=N<L:vc=MIN\:<@L:gl=lock
"MN<MJM/"	sp=subs:vc=MAN\:<AM.IJM:gl=dainties
"MN<N<JM/"	sp=subs:vc=M\:NA<AN\:<IJM:gl=sistrum
"MNQJT/"	sp=subs:rt=NQH:vc=M\:NAQ.IJT:gl=bowl
"MNCH/"		sp=nmpr:sm=pers,gens:vc=M\:NAC.EH:gl=Manasseh
"MNCJ/"		sp=adjv:ls=gntl:vc=M\:NAC.IJ:gl=Manassite
"MNT/"		sp=subs:rt=MNH:vc=M\:N@T:gl=portion
"MS/"		sp=subs:gn=m:rt=<uncertain>:vc=MAS:gl=forced labour
"MS=/"		sp=subs:rt=<unknown>:vc=M@S:gl=<uncertain>
"MSB/"		sp=subs:ls=padv:gn=m:rt=SBB:vc=M;SAB:gl=surrounding
"MSBH/"		sp=subs:ls=padv:rt=SBB:vc=M\:SIB.@H:gl=circle
"MSGR/"		sp=subs:gn=m:vc=MAS\:G.;R:gl=dungeon
"MSGR=/"	sp=subs:gn=m:vc=MAS\:G.;R:gl=bulwark-maker
"MSGRT/"	sp=subs:fc=seg:vc=MIS\:G.ERET:gl=bulwark
"MSD/"		sp=subs:gn=m:rt=JSD:vc=MAS.AD:gl=foundation
"MSDRWN/"	sp=subs:gn=m:vc=MIS\:D.\:ROWN:gl=<uncertain>
"MSH["		sp=verb:vc=M@S@H:gl=melt
"MSH/"		sp=subs:vc=MAS.@H:gl=proving
"MSH=/"		sp=subs:ls=ppre:vc=MIS.@H:gl=measure
"MSH==/"	sp=subs:vc=MAS.@H:gl=despair
"MSH===/"	sp=nmpr:sm=topo:vc=MAS.@H:gl=Massah
"MSWH/"		sp=subs:gn=m:vc=MAS\:WEH:gl=mask
"MSWKH/"	sp=subs:vc=M\:SW.K@H:gl=hedge
"MSX"		sp=advb:vc=MAS.@X:gl=alternatively
"MSXR/"		sp=subs:vc=MIS\:XAR:gl=<uncertain>
"MSK["		sp=verb:vc=M@SAK\::gl=mix
"MSK/"		sp=subs:gn=m:rt=SKK:vc=M@S@K\::gl=covering
"MSK=/"		sp=subs:fc=seg:gn=m:vc=MESEK\::gl=mixture
"MSKH/"		sp=subs:vc=MAS.;K@H:gl=molten image
"MSKH=/"	sp=subs:vc=MAS.;K@H:gl=covering
"MSKH==/"	sp=subs:vc=MAS.;K@H:gl=alliance
"MSKH===/"	sp=subs:rt=SKK:vc=M\:SUK@H:gl=covering
"MSKN/"		sp=adjv:vc=MIS\:K.;N:gl=poor
"MSKNWT/"	sp=subs:vc=MIS\:K.\:NOWT:gl=storages
"MSKNT/"	sp=subs:gn=f:vc=MIS\:K.;NUT:gl=poverty
"MSKT/"		sp=subs:fc=seg:vc=MAS.EKET:gl=warp-threads
"MSLH/"		sp=subs:vc=M\:SIL.@H:gl=highway
"MSLWL/"	sp=subs:gn=m:vc=MAS\:LW.L:gl=highway
"MSMR/"		sp=subs:gn=m:vc=MAS\:M;R:gl=nail
"MSS["		sp=verb:vc=M@SAS:gl=melt
"MS</"		sp=subs:gn=m:vc=MAS.A<:gl=breaking
"MS<=/"		sp=subs:gn=m:vc=MAS.@<:gl=quarry-stone
"MS<D/"		sp=subs:gn=m:rt=S<D:vc=MIS\:<@D:gl=<uncertain>
"MSPD/"		sp=subs:gn=m:vc=MIS\:P.;D:gl=wailing
"MSPW>/"	sp=subs:gn=m:vc=MIS\:P.OW>:gl=fodder
"MSPXWT/"	sp=subs:vc=MIS\:P.@XOWT:gl=veils
"MSPXT/"	sp=subs:fc=seg:vc=MIS\:P.AXAT:gl=scab
"MSPR/"		sp=subs:gn=m:vc=MIS\:P.@R:gl=number
"MSPR=/"	sp=nmpr:sm=pers:gn=m:vc=MIS\:P.@R:gl=Mispar
"MSPRT/"	sp=nmpr:sm=pers:gn=m:vc=MIS\:P.ERET:gl=Mispereth
"MSR["		sp=verb:gl=assign
"MSRWT/"	sp=nmpr:sm=topo:vc=MOS;ROWT:gl=Moseroth
"MSRT/"		sp=subs:fc=seg:vc=M@SORET:gl=obligation
"MSTWR/"	sp=subs:gn=m:vc=MIS\:T.OWR:gl=shelter
"MSTR/"		sp=subs:gn=m:vc=MIS\:T.@R:gl=hiding-place
"MSTR=/"	sp=subs:fc=ptca:gn=m:vc=MAS\:T.;R:gl=making hide face
"M<BD/"		sp=subs:vc=MA<\:AB@D:gl=work
"M<BH/"		sp=subs:gn=m:vc=MA<\:AB;H:gl=foundry
"M<BR/"		sp=subs:gn=m:vc=MA<\:AB@R:gl=sweep
"M<BRH/"	sp=subs:vc=MA<\:B.@R@H:gl=ford
"M<GL/"		sp=subs:gn=m:vc=MA<\:G.@L:gl=course
"M<GL=/"	sp=subs:gn=m:vc=MA<\:G.@L:gl=camp circle
"M<D["		sp=verb:vc=M@<AD:gl=shake
"M<DJ/"		sp=nmpr:sm=pers:gn=m:vc=MA<\:ADAJ:gl=Maadai
"M<DJH/"	sp=nmpr:sm=pers:gn=m:vc=MA<AD\:J@H:gl=Moadiah
"M<DN/"		sp=subs:vc=MA<\:AD@N:gl=dainty
"M<DNT/"	sp=subs:ls=padv:vc=MA<\:ADAN.OT:gl=reluctance
"M<DR/"		sp=subs:gn=m:vc=MA<\:D.;R:gl=hoe
"M<H/"		sp=subs:vc=M@<@H:gl=grain
"M<WG/"		sp=subs:fc=ao:gn=m:vc=M@<OWG:gl=venue
"M<WZ/"		sp=subs:fc=ao:gn=m:vc=M@<OWZ:gl=fort
"M<WK/"		sp=nmpr:sm=pers:gn=m:vc=M@<OWK\::gl=Maoch
"M<WN/"		sp=subs:gn=m:rt=<WN:vc=M@<OWN:gl=dwelling
"M<WN=/"	sp=nmpr:sm=topo:rt=<WN:vc=M@<OWN:gl=Maon
"M<WN==/"	sp=nmpr:sm=pers:gn=m:rt=<WN:vc=M@<OWN:gl=Maon
"M<WNJ/"	sp=adjv:ls=gntl:rt=<uncertain>:vc=M\:<W.NIJ:gl=Meunite
"M<WNTJ/"	sp=nmpr:sm=pers:gn=m:vc=M\:<OWNOTAJ:gl=Meonothai
"M<WP/"		sp=subs:gn=m:vc=M\:<W.P:gl=darkness
"M<WR/"		sp=subs:fc=ao:vc=M@<OWR:gl=nakedness
"M<ZJH/"	sp=nmpr:sm=pers:gn=m:vc=MA<AZ\:J@H:gl=Maaziah
"M<ZJHW/"	sp=nmpr:sm=pers:gn=m:vc=MA<AZ\:J@HW.:gl=Maaziah
"M<ZN/"		sp=subs:vc=M@<OZEN:gl=<uncertain>
"M<V["		sp=verb:vc=M@<AV:gl=be little
"M<V/"		sp=subs:ls=padv:gn=m:vc=M\:<AV:gl=little
"M<VH/"		sp=subs:gn=m:vc=MA<\:AVEH:gl=wrap
"M<VH=/"	sp=subs:vc=M\:<UV.@H:gl=<uncertain>
"M<VPT/"	sp=subs:fc=seg:vc=MA<\:AVEPET:gl=over-garment?
"M<J/"		sp=subs:vc=M\:<IJ:gl=<uncertain>
"M<J=/"		sp=nmpr:sm=pers:gn=m:vc=M@<AJ:gl=Maai
"M<JL/"		sp=subs:gn=m:vc=M\:<IJL:gl=coat
"M<JM/"		sp=subs:vc=M;<IJM:gl=bowels
"M<JN/"		sp=subs:gn=m:vc=MA<\:J@N:gl=well
"M<K["		sp=verb:fc=2g:gl=squeeze
"M<KH/"		sp=nmpr:sm=pers:gn=m,f:vc=MA<\:AK@H:gl=Maacah
"M<KH=/"	sp=nmpr:sm=topo:vc=MA<\:AK@H:gl=Maacah
"M<KT/"		sp=nmpr:sm=gens:vc=MA<\:AK@T:gl=Maacath
"M<KTJ/"	sp=adjv:ls=gntl:vc=MA<\:AK@TIJ:gl=Maacathite
"M<L["		sp=verb:fc=2g:vc=M@<AL:gl=be unfaithful
"M<L/"		sp=subs:vc=MA<AL:gl=top
"M<L=/"		sp=subs:gn=m:vc=MA<AL:gl=unfaithfulness
"M<L==/"	sp=subs:gn=m:rt=<LH:vc=MO<AL:gl=lifting
"M<LH/"		sp=subs:gn=m:vc=MA<\:ALEH:gl=ascent
"M<LH=/"	sp=subs:vc=MA<\:AL@H:gl=ascent
"M<LH_>DMJM/"	sp=nmpr:sm=topo:vc=MA<\:AL;H_>\:ADUM.IJM:gl=the Pass of Adummim
"M<LH_GWR/"	sp=nmpr:sm=topo:vc=MA<\:AL;H_GW.R:gl=the way up to Gur
"M<LH_HXRS/"	sp=nmpr:sm=topo:vc=MA<\:AL;H_HEX@RES:gl=the Pass of Heres
"M<LH_<QRBJM/"	sp=nmpr:sm=topo:vc=MA<\:AL;H_<AQ\:RAB.IJM:gl=Scorpion Pass
"M<LL/"		sp=subs:vc=MA<\:AL@L:gl=deed
"M<MD/"		sp=subs:gn=m:vc=MA<\:AM@D:gl=standing
"M<MD=/"	sp=subs:gn=m:vc=M@<\:@M@D:gl=position
